product_name,html_path,resource_path,image_filenames,plain_description,enriched_description,tags,item_type,suggested_projects,parts_count_guess,part_count_estimate_llm,price
Stainless Steel Waterproof Toggle Switch,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：40：15 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：40：15 PM)_files,main.webp,2pcs Stainless Steel Waterproof Toggle Swith 12V Heavy Duty Toggle Flick Switch ON OFF ON Car Metal SPDT SPST P0.05 15A 250V Terminal,"This set of two stainless steel waterproof toggle switches is perfect for your DIY electronics projects. Designed for heavy-duty applications, these switches can handle up to 15A at 250V, making them suitable for automotive and outdoor use. The SPDT and SPST configurations allow for versatile wiring options, enabling you to control multiple devices with ease. Their durable construction ensures longevity, even in harsh environments, making them an excellent choice for embedded systems.","toggle switch, waterproof, stainless steel, heavy duty, spdt, spst, electronics, diy, automotive",toggle switch set,"automotive lighting control, outdoor lighting systems, custom control panels, robotics projects",2,2,₪6.16
DPDT Rocker Switch 2pcs,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：41：08 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：41：08 PM)_files,main.webp,2pcs 6Pin 3 Position Boat (On)Off (On) Momentary Rocker Switch DPDT 16A 250V AC 20A 125VAC,"This pack includes two 6-pin DPDT rocker switches, perfect for controlling power in your DIY electronics projects. With a momentary on-off-on configuration, these switches can handle up to 16A at 250V AC and 20A at 125VAC, making them suitable for a variety of applications. Their compact design allows for easy integration into your projects, whether you're building a custom control panel or enhancing an existing device. Ideal for both beginners and experienced makers, these switches provide reliable performance and versatility.","rocker switch, dpdt, momentary switch, electronics, diy, control switch, 6 pin, ac switch, maker projects, embedded systems",rocker switch,"custom control panel, robotic arm control, lighting control system, model train switch, audio equipment power switch",2,2,₪6.16
20-Pack Blue PCB Screw Terminal Blocks,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：44：03 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：44：03 PM)_files,main.webp,"20-Pack Blue Pcb Screw Terminal Blocks - 2 & 3 Pin Wire Connectors, Quick Connect, Copper Contacts, High Voltage Resistance","This 20-pack of blue PCB screw terminal blocks provides a reliable and efficient way to connect wires in your electronic projects. With 2 and 3 pin configurations, these connectors are perfect for quick connections and disconnections, making them ideal for prototyping and testing. The copper contacts ensure high voltage resistance, allowing for safe and stable connections in various applications. Use these terminal blocks to streamline your wiring and improve the overall organization of your circuits.","pcb, screw terminal, wire connectors, electronics, prototyping, high voltage, copper contacts, diy, maker",screw terminal blocks,"Arduino projects, Raspberry Pi connections, sensor integration, LED displays, robotics wiring",,20,₪10.43
JST 2 Pin Plug Connector Set,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：45：56 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：45：56 PM)_files,main.webp,"10/20 Pairs JST 2 Pin Plug Connector, Male Female Plug Connector Cable Wire For LED Lamp Strip RC Toys Battery","This set of 10/20 pairs of JST 2 pin plug connectors is ideal for various DIY electronics projects. Each connector features a secure male and female design, making them perfect for connecting LED lamp strips, RC toys, and battery packs. Their compact size and reliable connection ensure a stable power supply for your projects. These connectors are easy to use and can be soldered onto wires for a custom fit in your embedded systems.","jst connector, 2 pin, plug connector, electronics, diy, led, rc toys, battery, wiring, connectors",connector set,"LED strip lighting, RC vehicle modifications, battery management systems, custom electronics projects",,20 pairs,₪5.59
Compact Lever Connector Nuts,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：46：45 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：46：45 PM)_files,main.webp,"90pcs Leads Compact Connector Lever Connector Nuts, Wiring Terminals For Electrical Connectors Any Circuit Inline Splicing 28-12 AWG","These 90 compact lever connector nuts are ideal for creating reliable electrical connections in your DIY projects. Designed for easy inline splicing, they accommodate wire sizes from 28 to 12 AWG, making them versatile for various applications. Their user-friendly lever mechanism allows for quick and secure connections without the need for soldering. Perfect for prototyping and wiring in microcontroller projects, these connectors ensure a tidy and efficient setup.","connector, wiring, terminals, electrical, splicing, microcontroller, diy, prototyping, compact, lever",wiring terminals,"Arduino projects, Raspberry Pi setups, LED strip installations, robotics wiring, home automation systems",90,90,₪14.39
USB Type C Connector Jack Female,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：47：46 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_22_2025 11：47：46 PM)_files,main.webp,5pcs USB Type C Connector Jack Female 3A Fast Charging Jack Port Charger Plug Charging Cable Replacement Extension Black/White,"This pack of 5 USB Type C connector jacks is perfect for DIY electronics projects that require reliable charging and data transfer capabilities. With a 3A fast charging capacity, these connectors are ideal for creating custom charging cables or extending existing ones. The connectors come in both black and white, allowing for versatile design options in your projects. Whether you're building a portable device or need replacements for existing setups, these jacks will meet your needs efficiently.","usb, type c, connector, female, charging, fast charging, electronics, diy, replacement, cable",connector jack,"custom charging cables, portable device assembly, cable extension projects, electronics repair",5,5,₪11.59
ESP8266 NodeMCU Development Board,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_24_2025 9：05：29 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_24_2025 9：05：29 PM)_files,main.webp,ESP8266 NodeMCU LUA CP2102 ESP-12E Internet WiFi Development Board Open Source Serial Wireless Module Internet for Arduino IDE Micropython,"The ESP8266 NodeMCU is a versatile WiFi development board that integrates the ESP-12E module, making it ideal for IoT projects. It supports Lua and MicroPython, allowing for easy programming and rapid prototyping. With its built-in CP2102 USB-to-serial converter, connecting to your computer is straightforward, enabling seamless uploads of code via the Arduino IDE. This board is perfect for creating connected devices, smart home applications, and sensor networks.","esp8266,nodemcu,wifi,development board,iot,arduino,micropython,open source,wireless,module",development board,"smart home automation,weather station,IoT sensor network,remote control systems",,1,₪15.74
Cordless Lithium Battery Glue Gun,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_24_2025 9：16：18 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_24_2025 9：16：18 PM)_files,main.webp,"1pc Lithium Battery Glue Gun, 20W Handmade DIY Hot Melt Glue Gun, Cordless Portable Glue Gun, 7mm Glue Stick, USB Charging","This 20W cordless glue gun is perfect for DIY projects, offering the convenience of portability with its lithium battery power. Ideal for crafting and repairs, it uses 7mm glue sticks and can be easily charged via USB, making it a versatile tool for makers. The hot melt adhesive provides strong bonding for various materials, enhancing your project outcomes. Whether you're working on electronics, woodworking, or home decor, this glue gun is a must-have in your toolkit.","glue gun, cordless, lithium battery, hot melt, diy tools, crafting, portable, usb charging, maker projects",glue gun,"electronic enclosures, model building, home decor, crafting, repairs",1,1,₪72.28
Solder Sucker Vacuum Pump,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_24_2025 9：20：16 PM).html,C:\Users\Royma\Downloads\Temu Items 2\Temu ｜ Order Detail (8_24_2025 9：20：16 PM)_files,main.webp,Solder Sucker Aluminum Suction Pump Suction Tin Pen Removal Device To Remove Old Hand Welding Tools Vacuum Soldering Iron Desolder Blue,"The Solder Sucker Vacuum Pump is an essential tool for any DIY electronics lab, designed to efficiently remove solder from circuit boards. Its aluminum construction ensures durability while the ergonomic design allows for comfortable handling during desoldering tasks. This device is perfect for beginners and experienced makers alike, facilitating quick and clean removal of old solder. Ideal for use with a soldering iron, it helps maintain the integrity of your components and PCB during repairs or modifications.","solder sucker, vacuum pump, desoldering tool, electronics, diy, soldering, maker, aluminum, hand tools",desoldering tool,"repairing circuit boards, modifying electronics, building custom devices",,,₪8.39
TM1637 4-Digit LED Display Module,"C:\Users\Royma\Downloads\Temu Items 2\tm1637 0 56 led module 4 digit 7 multicolor yellow white for easy pcb mount adjustable brightness - business, & science - Temu.html","C:\Users\Royma\Downloads\Temu Items 2\tm1637 0 56 led module 4 digit 7 multicolor yellow white for easy pcb mount adjustable brightness - business, & science - Temu_files","0f2ba19f-0000-4674-a604-cd3406e2c112_750x452.png, 165f80992c17dfbd5fd5b3ab8fdd9715(1).jpg, 165f80992c17dfbd5fd5b3ab8fdd9715.jpg, 278cf6cc60fcace87dcfbd4150e09c49.jpg, 27e3930f801f216e4f740f2b388a3e76.jpg, 43a8de76cbe738f8d6b409334f0db8e7.jpg, 5a934e73-8320-4688-af9f-00ca444eafb2_750x842.png, 861cbebd31d2172e41b9dd083bfa3680.jpg, 8c3020de-ad58-4b8a-9261-c354cd8db8f8(1).png, 8c3020de-ad58-4b8a-9261-c354cd8db8f8.png, 9d1188c5-e59e-4423-9e76-0c251352efd7_300x300.jpeg, b462d6511676a3448cc93fb0a905a9ea(1).jpg, b462d6511676a3448cc93fb0a905a9ea.jpg, ba82f8b540ea5d12c90343191a52c2f3.jpg, cb7487da-c398-48a3-9f0a-8de829759086_750x764.png, d761012eca907ca74d2fd5524ad19da2.jpg","TM1637 0.56"" LED Digital Display Module - 4-Digit, 7-Segment, Multicolor (Yellow/White/Red/Green/Blue) for Arduino, Easy PCB Mount, Adjustable Brightness","The TM1637 4-Digit LED Display Module is perfect for displaying numerical data in your microcontroller projects. With its vibrant multicolor options and adjustable brightness, you can easily integrate it into various applications. This module is designed for straightforward PCB mounting, making it a great addition to your DIY electronics lab. Compatible with Arduino and other microcontrollers, it allows for quick prototyping and experimentation with visual outputs.","tm1637, led display, 7-segment, arduino, electronics, diy, multicolor, adjustable brightness, pcb mount",LED display module,"digital clock, temperature display, score counter, simple game scoreboard",,1,
Transparent Hot Melt Glue Sticks,C:\Users\Royma\Downloads\Temu Items 2\transparent hot melt stick high stick - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\transparent hot melt stick high stick - Temu_files,"072deb79-e587-479b-b899-cd0692d0256f_1276x1702.jpeg.a.jpeg, 15489fc7-7b5c-4726-aa67-bff24d9f3fd9_1276x1702.jpeg(1).a.jpeg, 15489fc7-7b5c-4726-aa67-bff24d9f3fd9_1276x1702.jpeg.a.jpeg, 1d367726-411c-4aca-8ae6-907791cbc535_1276x1702.jpeg.a.jpeg, 2cb32c6846abb6c55ddc264add9a89e9(1).jpg, 2cb32c6846abb6c55ddc264add9a89e9.jpg, 7ea44ba5-9c33-4b17-8eb4-6734f50b19e8_1276x1702.jpeg.a.jpeg, 955283ee-be3c-4f58-bb0a-1eeed6ffb148_800x800.jpeg, b61b83b3-f06b-4e69-a4e3-6a48539906e2_790x678.jpeg, b695c64e7339f169df4ce76efe920fea.jpg, bc1c567d3956a30f69e878f817fdb1bc.jpg, bc4ab349f75b66150d0e196bad867929.jpg, d7b7809dc7221040d83dac293230b9b3(1).jpg, d7b7809dc7221040d83dac293230b9b3.jpg","10pcs/20pcs/30pcs, Transparent Hot Melt Glue Stick, 7/11mm, High Viscosity Glue Stick, DIY Glue Gun Glue Stick for factory&workshops&packers&contractors","These high viscosity transparent hot melt glue sticks are perfect for a variety of DIY electronics projects. Available in packs of 10, 20, or 30, they fit standard glue guns with a diameter of 7mm or 11mm. Ideal for securing components, creating prototypes, or even crafting custom enclosures. Their strong adhesive properties make them suitable for both temporary and permanent bonding in your maker workflows.","hot melt glue, glue sticks, diy, electronics, prototyping, adhesive, crafting, glue gun, high viscosity",adhesive glue sticks,"prototype assembly, securing components, creating custom enclosures, crafting electronics projects",10,10-30 sticks,
Silicone Soldering Mat,C:\Users\Royma\Downloads\Temu Items 2\turquoise silicone soldering mat ruler screw – - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\turquoise silicone soldering mat ruler screw – - Temu_files,"453b996f-5dca-49c2-8231-f8b27d83c2d8.jpg, 4aaaaad5195105189f6b68355b8c03e9.jpg, 6793eda5-b58c-44b8-8093-e06f819082bb_300x300.jpeg, 6bd932feedb07dc6e040a2e923362754(1).jpg, 6bd932feedb07dc6e040a2e923362754.jpg, 6e2c1e77c1f38a534993a65575e3ef2c(1).jpg, 6e2c1e77c1f38a534993a65575e3ef2c.jpg, 9d8ec15d2ca023fd83c226dcbef6a436(1).jpg, 9d8ec15d2ca023fd83c226dcbef6a436.jpg, e9f579f1bf67ef2db925c1842a784bc0.jpg, f56634b0743d5a56b19c7ab36304ec15.jpg","Turquoise Silicone Soldering Mat with Ruler & Screw Positions – Heat-Resistant, Anti-Scald, Magnetic Welding Pad for Electronics, Watch & Phone Repair Workbench | Material : Silicone Power Mode : Uncharged Battery Properties : Without Battery See all details and dimensions","This turquoise silicone soldering mat is designed for electronics enthusiasts and professionals alike. Its heat-resistant and anti-scald properties make it an ideal workspace for soldering, watch, and phone repairs. The integrated ruler and screw positions help keep your components organized and easily accessible during projects. The magnetic features ensure that small metal parts stay in place, preventing loss and enhancing efficiency. A must-have for any DIY electronics lab, this mat will protect your workbench while providing a functional workspace.","soldering mat, silicone mat, electronics repair, heat-resistant, anti-scald, magnetic pad, workbench accessory, diy electronics, watch repair, phone repair",soldering mat,"soldering electronics, repairing watches, fixing phones, building prototypes",,,₪41.81
Type-C Female Connector with Locking Mechanism,C:\Users\Royma\Downloads\Temu Items 2\type c female connector 2 pins type c female socket - Temu.html,C:\Users\Royma\Downloads\Temu Items 2\type c female connector 2 pins type c female socket - Temu_files,"606b8461-36a3-4207-9e90-6c9972ef0c25(1).jpg, 606b8461-36a3-4207-9e90-6c9972ef0c25.jpg, 6dcafd4a-4409-11ef-a53c-0a580a6610a4.jpg, 769b2506-87d0-4c88-8715-da0e730278be(1).jpg, 769b2506-87d0-4c88-8715-da0e730278be.jpg, a28aeb27-66cc-47ec-940e-c96425db846f(1).jpg, a28aeb27-66cc-47ec-940e-c96425db846f.jpg, b8b3f2b3-0909-4add-b0a4-e88991dfb56d(1).jpg, b8b3f2b3-0909-4add-b0a4-e88991dfb56d.jpg, d3cb2317-83f2-46e0-9004-81cf8f491fd7(1).jpg, d3cb2317-83f2-46e0-9004-81cf8f491fd7.jpg, d78954ca-a977-46c1-82de-65bbf3161c38_800x800.jpeg","5/10pcs Type-C Female Connector with 2 Pins, Type-C Female Socket Connector with a Locking Mechanism for 3A USB-C Charging Ports. | Battery Properties : Without Battery Brand : D-FLIFE Contain Electronic Components/Motherboard : Does not contain electronic components or motherboard See all details and dimensions | This product is constructed from PVC, ensuring a secure connection that is resistant to disconnection. The Type-C pigtail features a female Type-C connector on one end and a 2-pin bare wire on the other, offering a straightforward DIY option for Type-C connections. The USB-C electronic cable has a red wire for the positive terminal and a black wire for the negative terminal, making it user-friendly, with a rated voltage of 5V and a maximum current of 3A.","This Type-C female connector is designed for secure and reliable connections in your DIY electronics projects. With a locking mechanism, it ensures a stable connection for USB-C charging ports, capable of handling up to 3A of current. The connector features a 2-pin bare wire setup, making it easy to integrate into various microcontroller and embedded workflows. Constructed from durable PVC, it is ideal for applications requiring robust connectivity. Perfect for prototyping and custom projects, this connector simplifies your Type-C integration.","type-c, usb-c, connector, diy, electronics, prototyping, microcontroller, embedded, charging, locking mechanism",connector,"USB-C charging station, custom power supply, portable device charger, microcontroller power interface",10,5-10 pieces,₪5.61
